10000
100,;
2016,2115,;
2017,2116,;
2018,2117,;
2019,2118,;
2020,2119,;
2021,2120,;
2022,2121,;
2122,;
2022,2123,;
2023,2124,;
2024,2125,;
2025,2126,;
2026,2127,;
2027,2128,;
2028,2129,;
2029,2130,;
2030,1931,;
2031,1932,;
2032,1933,;
2033,1934,;
2034,1935,;
2035,1936,;
2036,1937,;
2037,1938,;
2038,1939,;
2039,1940,;
2040,1941,;
2041,1942,;
2042,1943,;
2043,1944,;
2044,1945,;
2045,1946,;
2046,1947,;
2047,1948,2049,;
1949,2050,;
1950,2051,;
1951,2052,;
1952,2053,;
1953,2054,;
1954,2055,;
1955,2056,;
1956,2057,;
1957,2058,;
1958,2059,;
1959,2060,;
1960,2061,;
1961,2062,;
1962,2063,;
1963,2064,;
1964,2065,;
1965,2066,;
1966,2067,;
2068,;
2069,2168,;
2070,2169,;
2071,2170,;
2072,2171,;
2073,2172,;
2074,2173,;
2075,2174,;
2076,2175,;
2176,;
2076,2177,;
2077,2178,;
2078,2179,;
2079,2180,;
2080,2181,;
2081,2182,;
2082,2183,;
2083,2184,;
2084,2185,;
2085,2186,;
2086,2187,;
2087,;
2088,1989,;
2089,1990,;
2090,1991,;
2091,1992,;
2092,1993,;
2093,1994,;
2094,1995,;
2095,1996,;
2096,1997,;
2097,1998,;
2098,1999,;
2000,2101,;
2001,2102,;
2002,2103,;
2003,2104,;
2105,;
2106,;
2107,;
2108,;
2109,2208,;
2110,2209,;
2111,2210,;
2112,2211,;
2113,2212,;
2114,2213,;
2115,2214,;
2116,2215,;
2117,2216,;
2118,2217,;
2119,2218,;
2120,2219,;
2121,2220,;
2122,2221,;
2123,2222,;
2223,;
2123,2224,;
2124,2225,;
2125,2226,;
2126,2227,;
2127,2228,;
2128,2229,;
2129,2230,;
2130,2031,;
2131,2032,;
2132,2033,;
2133,2034,;
2134,2035,;
2135,2036,;
2136,2037,;
2137,2038,;
2138,2039,;
2139,2040,;
2140,2041,;
2141,2042,;
2142,2043,;
2143,2044,;
2144,2045,;
2145,2046,;
2146,2047,;
2147,2048,;
2148,2049,2150,;
2050,2151,;
2051,2152,;
2052,2153,;
2053,2154,;
2054,2155,;
2055,2156,;
2056,2157,;
2057,2158,;
2058,2159,;
2059,2160,;
2060,2161,;
2061,2162,;
2062,2163,;
2063,2164,;
2064,2165,;
2065,2166,;
2066,2167,;
2067,2168,;
2169,2268,;
2170,2269,;
2171,2270,;
2172,2271,;
2173,2272,;
2174,2273,;
2175,2274,;
2275,;
2175,2276,;
2176,2277,;
2177,2278,;
2178,2279,;
2179,2280,;
2180,2281,;
2181,2282,;
2182,2283,;
2183,2284,;
2184,;
2185,;
2186,;
2187,2088,;
2188,2089,;
2189,2090,;
2190,2091,;
2191,2092,;
2192,2093,;
2193,2094,;
2194,2095,;
2195,2096,;
2196,2097,;
2197,2098,;
2198,2099,;
2100,2201,;
2101,2202,;
2102,2203,;
2103,2204,;
2104,2205,;
2105,2206,;
2106,2207,;
2107,2208,;
2209,;
2210,;
2211,;
2212,;
2213,;
2214,2313,;
2215,2314,;
2216,2315,;
2217,2316,;
2218,2317,;
2219,2318,;
2220,2319,;
2221,2320,;
2222,2321,;
2223,2322,;
2323,;
2223,2324,;
2224,2325,;
2225,2326,;
2226,2327,;
2227,2328,;
2228,2329,;
2229,;
2230,2131,;
2231,2132,;
2232,2133,;
2233,2134,;
2234,2135,;
2235,2136,;
2236,2137,;
2237,2138,;
2238,2139,;
2239,2140,;
2240,2141,;
2241,2142,;
2242,2143,;
2243,2144,;
2244,2145,;
2245,2146,;
2246,2147,;
2247,2148,;
2248,2149,;
2249,2150,2251,;
2151,2252,;
2152,2253,;
2153,2254,;
2154,2255,;
2155,2256,;
2156,2257,;
2157,2258,;
2158,2259,;
2159,2260,;
2160,2261,;
2161,2262,;
2162,2263,;
2163,2264,;
2164,2265,;
2165,2266,;
2166,2267,;
2167,2268,;
2269,;
2270,2369,;
2271,2370,;
2272,2371,;
2273,2372,;
2274,2373,;
2275,2374,;
2375,;
2275,2376,;
2276,2377,;
2277,2378,;
2278,2379,;
2279,2380,;
2280,2381,;
2281,2382,;
2282,;
2283,;
2284,2185,;
2285,2186,;
2286,2187,;
2287,2188,;
2288,2189,;
2289,2190,;
2290,2191,;
2291,2192,;
2292,2193,;
2293,2194,;
2294,2195,;
2295,2196,;
2296,2197,;
2297,2198,;
2298,2199,;
2200,2301,;
2201,2302,;
2202,2303,;
2203,2304,;
2204,2305,;
2205,2306,;
2206,2307,;
2207,2308,;
2208,2309,;
2209,2310,;
2210,2311,;
2211,2312,;
2212,2313,;
2314,;
2315,;
2316,;
2317,2416,;
2318,2417,;
2319,2418,;
2320,2419,;
2321,2420,;
2322,2421,;
2323,2422,;
2324,2423,;
2424,;
2324,2425,;
2325,2426,;
2326,2427,;
2327,2428,;
2328,2429,;
2329,2230,;
2330,2231,;
2331,2232,;
2332,2233,;
2333,2234,;
2334,2235,;
2335,2236,;
2336,2237,;
2337,2238,;
2338,2239,;
2339,2240,;
2340,2241,;
2341,2242,;
2342,2243,;
2343,2244,;
2344,2245,;
2345,2246,;
2346,2247,;
2347,2248,;
2348,2249,;
2349,2250,2351,;
2251,2352,;
2252,2353,;
2253,2354,;
2254,2355,;
2255,2356,;
2256,2357,;
2257,2358,;
2258,2359,;
2259,2360,;
2260,2361,;
2261,2362,;
2262,2363,;
2263,2364,;
2264,2365,;
2265,2366,;
2266,2367,;
2267,2368,;
2268,2369,;
2370,;
2371,2470,;
2372,2471,;
2373,2472,;
2374,2473,;
2474,;
2374,2475,;
2375,2476,;
2376,2477,;
2377,2478,;
2378,2479,;
2379,2480,;
2380,;
2381,;
2382,2283,;
2383,2284,;
2384,2285,;
2385,2286,;
2386,2287,;
2387,2288,;
2388,2289,;
2389,2290,;
2390,2291,;
2391,2292,;
2392,2293,;
2393,2294,;
2394,2295,;
2395,2296,;
2396,2297,;
2397,2298,;
2398,2299,;
2300,2401,;
2301,2402,;
2302,2403,;
2303,2404,;
2304,2405,;
2305,2406,;
2306,2407,;
2307,2408,;
2308,2409,;
2309,2410,;
2310,2411,;
2311,2412,;
2312,2413,;
2313,2414,;
2314,2415,;
2315,2416,;
2417,;
2418,;
2419,;
2420,;
2421,;
2422,2521,;
2423,2522,;
2424,2523,;
2524,;
2424,2525,;
2425,2526,;
2426,2527,;
2427,2528,;
2428,;
2429,2330,;
2430,2331,;
2431,2332,;
2432,2333,;
2433,2334,;
2434,2335,;
2435,2336,;
2436,2337,;
2437,2338,;
2438,2339,;
2439,2340,;
2440,2341,;
2441,2342,;
2442,2343,;
2443,2344,;
2444,2345,;
2445,2346,;
2446,2347,;
2447,2348,;
2448,2349,;
2449,2350,2451,;
2351,2452,;
2352,2453,;
2353,2454,;
2354,2455,;
2355,2456,;
2356,2457,;
2357,2458,;
2358,2459,;
2359,2460,;
2360,2461,;
2361,2462,;
2362,2463,;
2363,2464,;
2364,2465,;
2365,2466,;
2366,2467,;
2367,2468,;
2368,2469,;
2369,2470,;
2471,;
2472,2571,;
2473,2572,;
2474,2573,;
2574,;
2474,2575,;
2475,2576,;
2476,;
2477,;
2478,;
2479,;
2480,2381,;
2481,2382,;
2482,2383,;
2483,2384,;
2484,2385,;
2485,2386,;
2486,2387,;
2487,2388,;
2488,2389,;
2489,2390,;
2490,2391,;
2491,2392,;
2492,2393,;
2493,2394,;
2494,2395,;
2495,2396,;
2496,2397,;
2497,2398,;
2498,2399,;
2400,2501,;
2401,2502,;
2402,2503,;
2403,2504,;
2404,2505,;
2405,2506,;
2406,2507,;
2407,2508,;
2408,2509,;
2409,2510,;
2410,2511,;
2411,2512,;
2412,2513,;
2413,2514,;
2414,2515,;
2415,2516,;
2416,2517,;
2417,2518,;
2418,2519,;
2419,2520,;
2420,2521,;
2522,;
2523,;
2524,;
;
2524,;
2525,;
2526,;
2527,;
2528,2429,;
2529,2430,;
2530,2431,;
2531,2432,;
2532,2433,;
2533,2434,;
2534,2435,;
2535,2436,;
2536,2437,;
2537,2438,;
2538,2439,;
2539,2440,;
2540,2441,;
2541,2442,;
2542,2443,;
2543,2444,;
2544,2445,;
2545,2446,;
2546,2447,;
2547,2448,;
2548,2449,2550,;
2450,2551,;
2451,2552,;
2452,2553,;
2453,2554,;
2454,2555,;
2455,2556,;
2456,2557,;
2457,2558,;
2458,2559,;
2459,2560,;
2460,2561,;
2461,2562,;
2462,2563,;
2463,2564,;
2464,2565,;
2465,2566,;
2466,2567,;
2467,2568,;
2468,2569,;
2469,2570,;
2470,2571,;
2572,;
2573,;
2574,;
;
2574,;
2575,;
2576,2477,;
2577,2478,;
2578,2479,;
2579,2480,;
2580,2481,;
2581,2482,;
2582,2483,;
2583,2484,;
2584,2485,;
2585,2486,;
2586,2487,;
2587,2488,;
2588,2489,;
2589,2490,;
2590,2491,;
2591,2492,;
2592,2493,;
2593,2494,;
2594,2495,;
2595,2496,;
2596,2497,;
2597,2498,;
2598,2499,;
2500,2601,;
2501,2602,;
2502,2603,;
2503,2604,;
2504,2605,;
2505,2606,;
2506,2607,;
2507,2608,;
2508,2609,;
2509,2610,;
2510,2611,;
2511,2612,;
2512,2613,;
2513,2614,;
2514,2615,;
2515,2616,;
2516,2617,;
2517,2618,;
2518,2619,;
2519,2620,;
2520,2621,;
2521,2622,;
2522,2623,;
2523,2624,;
2524,;
2624,2525,;
2625,2526,;
2626,2527,;
2627,2528,;
2628,2529,;
2629,2530,;
2630,2531,;
2631,2532,;
2632,2533,;
2633,2534,;
2634,2535,;
2635,2536,;
2636,2537,;
2637,2538,;
2638,2539,;
2639,2540,;
2640,2541,;
2641,2542,;
2642,2543,;
2643,2544,;
2644,2545,;
2645,2546,;
2646,2547,;
2647,2548,;
2648,2549,;
2649,2550,2651,;
2551,2652,;
2552,2653,;
2553,2654,;
2554,2655,;
2555,2656,;
2556,2657,;
2557,2658,;
2558,2659,;
2559,2660,;
2560,2661,;
2561,2662,;
2562,2663,;
2563,2664,;
2564,2665,;
2565,2666,;
2566,2667,;
2567,2668,;
2568,2669,;
2569,2670,;
2570,2671,;
2571,2672,;
2572,2673,;
2573,2674,;
2574,;
2674,2575,;
2675,2576,;
2676,2577,;
2677,2578,;
2678,2579,;
2679,2580,;
2680,2581,;
2681,2582,;
2682,2583,;
2683,2584,;
2684,2585,;
2685,2586,;
2686,2587,;
2687,2588,;
2688,2589,;
2689,2590,;
2690,2591,;
2691,2592,;
2692,2593,;
2693,2594,;
2694,2595,;
2695,2596,;
2696,2597,;
2697,2598,;
2698,2599,;
2600,2701,;
2601,2702,;
2602,2703,;
2603,2704,;
2604,2705,;
2605,2706,;
2606,2707,;
2607,2708,;
2608,2709,;
2609,2710,;
2610,2711,;
2611,2712,;
2612,2713,;
2613,2714,;
2614,2715,;
2615,2716,;
2616,2717,;
2617,2718,;
2618,2719,;
2619,2720,;
2620,2721,;
2621,2722,;
2622,2723,;
2623,2724,;
2624,;
2724,2625,;
2725,2626,;
2726,2627,;
2727,2628,;
2728,2629,;
2729,2630,;
2730,2631,;
2731,2632,;
2732,2633,;
2733,2634,;
2734,2635,;
2735,2636,;
2736,2637,;
2737,2638,;
2738,2639,;
2739,2640,;
2740,2641,;
2741,2642,;
2742,2643,;
2743,2644,;
2744,2645,;
2745,2646,;
2746,2647,;
2747,2648,;
2748,2649,;
2749,2650,2751,;
2651,2752,;
2652,2753,;
2653,2754,;
2654,2755,;
2655,2756,;
2656,2757,;
2657,2758,;
2658,2759,;
2659,2760,;
2660,2761,;
2661,2762,;
2662,2763,;
2663,2764,;
2664,2765,;
2665,2766,;
2666,2767,;
2667,2768,;
2668,2769,;
2669,2770,;
2670,2771,;
2671,2772,;
2672,2773,;
2673,2774,;
2674,;
2774,2675,;
2775,2676,;
2776,2677,;
2777,2678,;
2778,2679,;
2779,2680,;
2780,2681,;
2781,2682,;
2782,2683,;
2783,2684,;
2784,2685,;
2785,2686,;
2786,2687,;
2787,2688,;
2788,2689,;
2789,2690,;
2790,2691,;
2791,2692,;
2792,2693,;
2793,2694,;
2794,2695,;
2795,2696,;
2796,2697,;
2797,2698,;
2798,2699,;
2700,2801,;
2701,2802,;
2702,2803,;
2703,2804,;
2704,2805,;
2705,2806,;
2706,2807,;
2707,2808,;
2708,2809,;
2709,2810,;
2710,2811,;
2711,2812,;
2712,2813,;
2713,2814,;
2714,2815,;
2715,2816,;
2716,2817,;
2717,2818,;
2718,2819,;
2719,2820,;
2720,2821,;
2721,2822,;
2722,2823,;
2723,;
2823,2724,;
2824,2725,;
2825,2726,;
2826,2727,;
2827,2728,;
2828,2729,;
2829,2730,;
2830,2731,;
2831,2732,;
2832,2733,;
2833,2734,;
2834,2735,;
2835,2736,;
2836,2737,;
2837,2738,;
2838,2739,;
2839,2740,;
2840,2741,;
2841,2742,;
2842,2743,;
2843,2744,;
2844,2745,;
2845,2746,;
2846,2747,;
2847,2748,;
2848,2749,;
2849,2750,2851,;
2751,2852,;
2752,2853,;
2753,2854,;
2754,2855,;
2755,2856,;
2756,2857,;
2757,2858,;
2758,2859,;
2759,2860,;
2760,2861,;
2761,2862,;
2762,2863,;
2763,2864,;
2764,2865,;
2765,2866,;
2766,2867,;
2767,2868,;
2768,2869,;
2769,2870,;
2770,2871,;
2771,2872,;
2772,2873,;
2773,2874,;
2774,2875,;
2775,;
2875,2776,;
2876,2777,;
2877,2778,;
2878,2779,;
2879,2780,;
2880,2781,;
2881,2782,;
2882,2783,;
2883,2784,;
2884,2785,;
2885,2786,;
2886,2787,;
2887,2788,;
2888,2789,;
2889,2790,;
2890,2791,;
2891,2792,;
2892,2793,;
2893,2794,;
2894,2795,;
2895,2796,;
2896,2797,;
2897,2798,;
2898,2799,;
2800,;
2900,2801,2902,;
2802,2903,;
2803,2904,;
2804,2905,;
2805,2906,;
2806,2907,;
2807,2908,;
2808,2909,;
2809,2910,;
2810,2911,;
2811,2912,;
2812,2913,;
2813,2914,;
2814,2915,;
2815,2916,;
2816,2917,;
2817,2918,;
2818,2919,;
2819,2920,;
2820,2921,;
2821,2922,;
2822,;
2922,2823,;
2923,2824,;
2924,2825,;
2925,2826,;
2926,2827,;
2927,2828,;
2928,2829,;
2929,2830,;
2930,2831,;
2931,2832,;
2932,2833,;
2933,2834,;
2934,2835,;
2935,2836,;
2936,2837,;
2937,2838,;
2938,2839,;
2939,2840,;
2940,2841,;
2941,2842,;
2942,2843,;
2943,2844,;
2944,2845,;
2945,2846,;
2946,2847,;
2947,2848,;
2948,2849,;
2949,2850,2951,;
2851,2952,;
2852,2953,;
2853,2954,;
2854,2955,;
2855,2956,;
2856,2957,;
2857,2958,;
2858,2959,;
2859,2960,;
2860,2961,;
2861,2962,;
2862,2963,;
2863,2964,;
2864,2965,;
2865,2966,;
2866,2967,;
2867,2968,;
2868,2969,;
2869,2970,;
2870,2971,;
2871,2972,;
2872,2973,;
2873,2974,;
2874,2975,;
2875,2976,;
2876,;
2976,2877,;
2977,2878,;
2978,2879,;
2979,2880,;
2980,2881,;
2981,2882,;
2982,2883,;
2983,2884,;
2984,2885,;
2985,2886,;
2986,2887,;
2987,2888,;
2988,2889,;
2989,2890,;
2990,2891,;
2991,2892,;
2992,2893,;
2993,2894,;
2994,2895,;
2995,2896,;
2996,2897,;
2997,2898,2999,;
2899,;
2900,;
3000,2901,;
3001,2902,;
3002,2903,3004,;
2904,3005,;
2905,3006,;
2906,3007,;
2907,3008,;
2908,3009,;
2909,3010,;
2910,3011,;
2911,3012,;
2912,3013,;
2913,3014,;
2914,3015,;
2915,3016,;
2916,3017,;
2917,3018,;
2918,3019,;
2919,3020,;
2920,3021,;
2921,;
3021,2922,;
3022,2923,;
3023,2924,;
3024,2925,;
3025,2926,;
3026,2927,;
3027,2928,;
3028,2929,;
3029,2930,;
3030,2931,;
3031,2932,;
3032,2933,;
3033,2934,;
3034,2935,;
3035,2936,;
3036,2937,;
3037,2938,;
3038,2939,;
3039,2940,;
3040,2941,;
3041,2942,;
3042,2943,;
3043,2944,;
3044,2945,;
3045,2946,;
3046,2947,;
3047,2948,;
3048,2949,;
3049,2950,3051,;
2951,3052,;
2952,3053,;
2953,3054,;
2954,3055,;
2955,3056,;
2956,3057,;
2957,3058,;
2958,3059,;
2959,3060,;
2960,3061,;
2961,3062,;
2962,3063,;
2963,3064,;
2964,3065,;
2965,3066,;
2966,3067,;
2967,3068,;
2968,3069,;
2969,3070,;
2970,3071,;
2971,3072,;
2972,3073,;
2973,3074,;
2974,3075,;
2975,3076,;
2976,3077,;
2977,3078,;
2978,;
3078,2979,;
3079,2980,;
3080,2981,;
3081,2982,;
3082,2983,;
3083,2984,;
3084,2985,;
3085,2986,;
3086,2987,;
3087,2988,;
3088,2989,;
3089,2990,;
3090,2991,;
3091,2992,;
3092,2993,;
3093,2994,;
3094,2995,;
3095,2996,3097,;
2997,3098,;
2998,3099,;
2999,;
3000,;
3100,3001,;
3101,3002,;
3102,3003,;
3103,3004,3105,;
3005,3106,;
3006,3107,;
3007,3108,;
3008,3109,;
3009,3110,;
3010,3111,;
3011,3112,;
3012,3113,;
3013,3114,;
3014,3115,;
3015,3116,;
3016,3117,;
3017,3118,;
3018,3119,;
3019,;
3119,3020,;
3120,3021,;
3121,3022,;
3122,3023,;
3123,3024,;
3124,3025,;
3125,3026,;
3126,3027,;
3127,3028,;
3128,3029,;
3129,3030,;
3130,3031,;
3131,3032,;
3132,3033,;
3133,3034,;
3134,3035,;
3135,3036,;
3136,3037,;
3137,3038,;
3138,3039,;
3139,3040,;
3140,3041,;
3141,3042,;
3142,3043,;
3143,3044,;
3144,3045,;
3145,3046,;
3146,3047,;
3147,3048,;
3148,3049,3150,;
3050,3151,;
3051,3152,;
3052,3153,;
3053,3154,;
3054,3155,;
3055,3156,;
3056,3157,;
3057,3158,;
3058,3159,;
3059,3160,;
3060,3161,;
3061,3162,;
3062,3163,;
3063,3164,;
3064,3165,;
3065,3166,;
3066,3167,;
3067,3168,;
3068,3169,;
3069,3170,;
3070,3171,;
3071,3172,;
3072,3173,;
3073,3174,;
3074,3175,;
3075,3176,;
3076,3177,;
3077,3178,;
3078,3179,;
3079,;
3179,3080,;
3180,3081,;
3181,3082,;
3182,3083,;
3183,3084,;
3184,3085,;
3185,3086,;
3186,3087,;
3187,3088,;
3188,3089,;
3189,3090,;
3190,3091,3192,;
3092,3193,;
3093,3194,;
3094,3195,;
3095,;
3195,3096,;
3196,3097,;
3197,3098,;
3198,3099,;
3100,;
3200,3101,;
3201,3102,;
3202,3103,;
3203,3104,;
3204,3105,;
3205,3106,;
3206,3107,;
3207,3108,;
3208,3109,3210,;
3110,;
3210,3111,;
3211,3112,;
3212,3113,;
3213,3114,;
3214,3115,;
3215,3116,;
3216,3117,;
3217,3118,;
3218,3119,;
3219,3120,;
3220,3121,;
3221,3122,;
3222,3123,;
3223,3124,;
3224,3125,;
3225,3126,;
3226,3127,;
3227,3128,;
3228,3129,;
3229,3130,;
3230,3131,;
3231,3132,;
3232,3133,;
3233,3134,;
3234,3135,;
3235,3136,;
3236,3137,;
3237,3138,;
3238,3139,;
3239,3140,;
3240,3141,;
3241,3142,;
3242,3143,;
3243,3144,;
3244,3145,;
3245,3146,;
3246,3147,;
3247,3148,;
3248,3149,3250,;
3150,3251,;
3151,3252,;
3152,3253,;
3153,3254,;
3154,3255,;
3155,3256,;
3156,3257,;
3157,3258,;
3158,3259,;
3159,3260,;
3160,3261,;
3161,3262,;
3162,3263,;
3163,3264,;
3164,3265,;
3165,3266,;
3166,3267,;
3167,3268,;
3168,3269,;
3169,3270,;
3170,3271,;
3171,3272,;
3172,3273,;
3173,3274,;
3174,3275,;
3175,3276,;
3176,3277,;
3177,3278,;
3178,3279,;
3179,3280,;
3180,3281,;
3181,3282,;
3182,3283,;
3183,;
3283,3184,;
3284,3185,;
3285,3186,;
3286,3187,3288,;
3188,3289,;
3189,3290,;
3190,3291,;
3191,3292,;
3192,3293,;
3193,3294,;
3194,3295,;
3195,3296,;
3196,;
3296,3197,;
3297,3198,;
3298,3199,;
3200,;
3300,3201,;
3301,3202,;
3302,3203,;
3303,3204,;
3304,3205,;
3305,3206,;
3306,3207,;
3307,3208,;
3308,3209,;
3309,3210,;
3310,3211,;
3311,3212,;
3312,3213,;
3313,3214,;
3314,3215,;
3315,3216,;
3316,3217,;
3317,3218,;
3318,3219,;
3319,3220,;
3320,3221,;
3321,3222,;
3322,3223,;
3323,3224,;
3324,3225,;
3325,3226,;
3326,3227,;
3327,3228,;
3328,3229,;
3329,3230,;
3330,3231,;
3331,3232,;
3332,3233,;
3333,3234,;
3334,3235,;
3335,3236,;
3336,3237,;
3337,3238,;
3338,3239,;
3339,3240,;
3340,3241,;
3341,3242,;
3342,3243,;
3343,3244,;
3344,3245,;
3345,3246,;
3346,3247,;
3347,3248,;
3348,3249,3350,;
3250,3351,;
3251,3352,;
3252,3353,;
3253,3354,;
3254,3355,;
3255,3356,;
3256,3357,;
3257,3358,;
3258,3359,;
3259,3360,;
3260,3361,;
3261,3362,;
3262,3363,;
3263,3364,;
3264,3365,;
3265,3366,;
3266,3367,;
3267,3368,;
3268,3369,;
3269,3370,;
3270,3371,;
3271,3372,;
3272,3373,;
3273,3374,;
3274,3375,;
3275,3376,;
3276,3377,;
3277,3378,;
3278,3379,;
3279,3380,;
3280,3381,;
3281,3382,;
3282,3383,;
3283,3384,;
3284,3385,;
3285,3386,;
3286,3387,;
3287,3388,;
3288,3389,;
3289,3390,;
3290,3391,;
3291,3392,;
3292,3393,;
3293,3394,;
3294,3395,;
3295,3396,;
3296,3397,;
3297,;
3397,3298,;
3398,3299,;
3300,3401,;
3301,3402,;
3302,;
3402,3303,;
3403,3304,;
3404,3305,;
3405,3306,;
3406,3307,;
3407,3308,;
3408,3309,;
3409,3310,;
3410,3311,;
3411,3312,;
3412,3313,;
3413,3314,;
3414,3315,;
3415,3316,;
3416,3317,;
3417,3318,;
3418,3319,;
3419,3320,;
3420,3321,;
3421,3322,;
3422,3323,;
3423,3324,;
3424,3325,;
3425,3326,;
3426,3327,;
3427,3328,;
3428,3329,;
3429,3330,;
3430,3331,;
3431,3332,;
3432,3333,;
3433,3334,;
3434,3335,;
3435,3336,;
3436,3337,;
3437,3338,;
3438,3339,;
3439,3340,;
3440,3341,;
3441,3342,;
3442,3343,;
3443,3344,;
3444,3345,;
3445,3346,;
3446,3347,;
3447,3348,3449,;
3349,3450,;
3350,3451,;
3351,3452,;
3352,3453,;
3353,3454,;
3354,3455,;
3355,3456,;
3356,3457,;
3357,3458,;
3358,3459,;
3359,3460,;
3360,3461,;
3361,3462,;
3362,3463,;
3363,3464,;
3364,3465,;
3365,3466,;
3366,3467,;
3367,3468,;
3368,3469,;
3369,3470,;
3370,3471,;
3371,3472,;
3372,3473,;
3373,3474,;
3374,3475,;
3375,3476,;
3376,3477,;
3377,3478,;
3378,3479,;
3379,3480,;
3380,3481,;
3381,3482,;
3382,3483,;
3383,3484,;
3384,3485,;
3385,3486,;
3386,3487,;
3387,3488,;
3388,3489,;
3389,3490,;
3390,3491,;
3391,3492,;
3392,3493,;
3393,3494,;
3394,3495,;
3395,3496,;
3396,3497,;
3397,3498,;
3398,3499,;
3399,;
3400,3501,;
3401,3502,;
3402,;
3502,3403,;
3503,3404,;
3504,3405,;
3505,3406,;
3506,3407,;
3507,3408,;
3508,3409,;
3509,3410,;
3510,3411,;
3511,3412,;
3512,3413,;
3513,3414,;
3514,3415,;
3515,3416,;
3516,3417,;
3517,3418,;
3518,3419,;
3519,3420,;
3520,3421,;
3521,3422,;
3522,3423,;
3523,3424,;
3524,3425,;
3525,3426,;
3526,3427,;
3527,3428,;
3528,3429,;
3529,3430,;
3530,3431,;
3531,3432,;
3532,3433,;
3533,3434,;
3534,3435,;
3535,3436,;
3536,3437,;
3537,3438,;
3538,3439,;
3539,3440,;
3540,3441,;
3541,3442,;
3542,3443,;
3543,3444,;
3544,3445,;
3545,3446,;
3546,3447,;
3547,3448,3549,;
3449,3550,;
3450,3551,;
3451,3552,;
3452,3553,;
3453,3554,;
3454,3555,;
3455,3556,;
3456,3557,;
3457,3558,;
3458,3559,;
3459,3560,;
3460,3561,;
3461,3562,;
3462,3563,;
3463,3564,;
3464,3565,;
3465,3566,;
3466,3567,;
3467,3568,;
3468,3569,;
3469,3570,;
3470,3571,;
3471,3572,;
3472,3573,;
3473,3574,;
3474,3575,;
3475,3576,;
3476,3577,;
3477,3578,;
3478,3579,;
3479,3580,;
3480,3581,;
3481,3582,;
3482,3583,;
3483,3584,;
3484,3585,;
3485,3586,;
3486,3587,;
3487,3588,;
3488,3589,;
3489,3590,;
3490,3591,;
3491,3592,;
3492,3593,;
3493,3594,;
3494,3595,;
3495,3596,;
3496,3597,;
3497,3598,;
3498,3599,;
3499,;
3500,;
3600,3501,;
3601,3502,;
3602,3503,;
3603,3504,;
3604,3505,;
3605,3506,;
3606,3507,;
3607,3508,;
3608,3509,;
3609,3510,;
3610,3511,;
3611,3512,;
3612,3513,;
3613,3514,;
3614,3515,;
3615,3516,;
3616,3517,;
3617,3518,;
3618,3519,;
3619,3520,;
3620,3521,;
3621,3522,;
3622,3523,;
3623,3524,;
3624,3525,;
3625,3526,;
3626,3527,;
3627,3528,;
3628,3529,;
3629,3530,;
3630,3531,;
3631,3532,;
3632,3533,;
3633,3534,;
3634,3535,;
3635,3536,;
3636,3537,;
3637,3538,;
3638,3539,;
3639,3540,;
3640,3541,;
3641,3542,;
3642,3543,;
3643,3544,;
3644,3545,;
3645,3546,;
3646,3547,;
3647,3548,3649,;
3549,3650,;
3550,3651,;
3551,3652,;
3552,3653,;
3553,3654,;
3554,3655,;
3555,3656,;
3556,3657,;
3557,3658,;
3558,3659,;
3559,3660,;
3560,3661,;
3561,3662,;
3562,3663,;
3563,3664,;
3564,3665,;
3565,3666,;
3566,3667,;
3567,3668,;
3568,3669,;
3569,3670,;
3570,3671,;
3571,3672,;
3572,3673,;
3573,3674,;
3574,3675,;
3575,3676,;
3576,3677,;
3577,3678,;
3578,3679,;
3579,3680,;
3580,3681,;
3581,3682,;
3582,3683,;
3583,3684,;
3584,3685,;
3585,3686,;
3586,3687,;
3587,3688,;
3588,3689,;
3589,3690,;
3590,3691,;
3591,3692,;
3592,3693,;
3593,3694,;
3594,3695,;
3595,3696,;
3596,3697,;
3597,3698,;
3598,3699,;
3599,;
3600,;
3700,3601,;
3701,3602,;
3702,3603,;
3703,3604,;
3704,3605,;
3705,3606,;
3706,3607,;
3707,3608,;
3708,3609,;
3709,3610,;
3710,3611,;
3711,3612,;
3712,3613,;
3713,3614,;
3714,3615,;
3715,3616,;
3716,3617,;
3717,3618,;
3718,3619,;
3719,3620,;
3720,3621,;
3721,3622,;
3722,3623,;
3723,3624,;
3724,3625,;
3725,3626,;
3726,3627,;
3727,3628,;
3728,3629,;
3729,3630,;
3730,3631,;
3731,3632,;
3732,3633,;
3733,3634,;
3734,3635,;
3735,3636,;
3736,3637,;
3737,3638,;
3738,3639,;
3739,3640,;
3740,3641,;
3741,3642,;
3742,3643,;
3743,3644,;
3744,3645,;
3745,3646,;
3746,3647,;
3747,3648,;
3748,3649,3750,;
3650,3751,;
3651,3752,;
3652,3753,;
3653,3754,;
3654,3755,;
3655,3756,;
3656,3757,;
3657,3758,;
3658,3759,;
3659,3760,;
3660,3761,;
3661,3762,;
3662,3763,;
3663,3764,;
3664,3765,;
3665,3766,;
3666,3767,;
3667,3768,;
3668,3769,;
3669,3770,;
3670,3771,;
3671,3772,;
3672,3773,;
3673,3774,;
3674,3775,;
3675,3776,;
3676,3777,;
3677,3778,;
3678,3779,;
3679,3780,;
3680,3781,;
3681,3782,;
3682,3783,;
3683,3784,;
3684,3785,;
3685,3786,;
3686,3787,;
3687,3788,;
